Name,Size,Type,Align.,AC,HP,Speed,Swim,Fly,Climb,Burrow,STR,DEX,CON,INT,WIS,CHA,STR save,DEX save,CON save,INT save,WIS save,CHA save,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,WRI,Acid Resistance,Acid Immunity,Cold Res,Cold Immu,Fire Res,Fire Immu,Force Res,Force Immu,Lightening Res,Lightneing Immu,Necrotic Res,Necrotic Immu,Poison Res,Poison Immu,Psychic Res,Psychic Immu,Radiant Res,Radiant Immu,Slashing Res,Slashing Immu,Piercing Res,Piercing Immu,Thunder Res,Thunder Immu,Charmed Immunity,Exhaustion Immunity,Frightened Immunity,Paralyzed Immunity,Prone Immunity,Unconscious Immunity,Senses,Blindsight,Darkvision,Truesight,Tremorsense,Normal,Normal Spellcasting,Master of the Grave,Evasion,Legendary Resistance,Languages,Abyssal,Alive,All,Any,Aquan,Auran,Bothii,Celestial,Common,Creator,Deep Speech,Draconic,Druidic,Dwarvish,Elvish,Giant,Gnoll,Gnomish,Goblin,Ignan,Infernal,Infernal,Modron,None,Olman,Orc,Own,Primal,Primordial,Spider,Sylvan,Telepathy,Terran,Thayan,Thieves' Cant,Undercommon,Yikaria,Telepathy Distance,CR,Additional,Origin
Hobgoblin,Medium,Humanoid,LE,18,11,30,,,,,13,12,12,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,0.50,Martial Advantage,Monster Manual
Hobgoblin Captain,Medium,Humanoid,LE,17,39,30,,,,,15,14,14,12,10,13,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,3.00,Martial Advantage,Monster Manual
Hobgoblin Devastator,Medium,Humanoid (Goblinoid),LE,13,45,30,,,,,13,12,14,16,13,11,,,,,,,,,Y,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,4.00,"Arcane Advantage, Army Arcana, Normal Spellcasting",Volo's Guide to Monsters
Hobgoblin Iron Shadow,Medium,Humanoid (Goblinoid),LE,15,32,40,,,,,14,16,15,14,15,11,,,,,,,Y,,,Y,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,2.00,"Normal Spellcasting, Unarmored Defense",Volo's Guide to Monsters
Hobgoblin Warlord,Medium,Humanoid,LE,20,97,30,,,,,16,14,16,14,11,15,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,6.00,Martial Advantage,Monster Manual
"Inevitable, Marut",Large,Construct,LN,22,432,40,,30,,,28,12,26,19,15,18,,,,Y,Y,Y,,,,,,,Y,Y,,,,Y,,,,,,,"Thunderres, nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, unconsciousimmu",,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,,Y,Y,,Y,Darkvision 60,,60,,,,,,,,All,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,"Immutable Form, Innate Spellcasting, Legendary Resistance, Magic Resistance",Mordenkainen's Tome of Foes
Intellect Devourer,Tiny,Aberration,LE,12,21,40,,,,,6,14,13,12,11,10,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Nonmagicalres, blindedimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blindsight 60,60,,,,,,,,,"Deep Speech, telepathy 60",,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,60,2.00,Detect Sentience,Monster Manual
Invisible Stalker,Medium,Elemental,N,14,104,50,50,50,,,16,19,14,10,15,11,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, unconscious",,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,Darkvision 60,,60,,,,,,,,"Auran, Common",,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,"Invisibility, Faultless Tracker",Monster Manual
Jackalwere,Medium,Humanoid,CE,12,18,40,,,,,11,15,11,13,11,10,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,"Nonmagicalimmu, nonsilveredimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,"Shapechanger, Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Kenku,Medium,Humanoid,CN,13,13,30,,,,,10,16,10,11,10,10,,,,,,,,,,,Y,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Auran, Common",,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,"Ambusher, Mimicry",Monster Manual
Ki-Rin,Huge,Celestial,LG,20,152,60,,120,,,21,16,16,19,20,20,,,,,,,,,,,,,Y,,,,,Y,,,Y,,,,"Poisonimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,"Blindsight 30, darkvision 120",30,120,,,,,,,,"All, telepathy 120",,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,120,12.00,"Innate Spellcasting, Legendary Resistance, lair, Magic Resistance, Magic Weapons, Normal Spellcasting",Volo's Guide to Monsters
Kobold,Small,Humanoid,LE,12,5,30,,,,,7,15,9,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Draconic",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,"Sunlight Sensitivity, Pack Tactics",Monster Manual
Kobold Dragonshield,Small,Humanoid (Kobold),LE,15,44,20,,,,,12,15,14,8,9,10,,,,,,,,,,,,,,,,,,Y,,,,,,,"Acidres, coldres, fireres, lightningres, poisonres",Y,,Y,,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Draconic",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,"Dragon's Resistance, Heart of the Dragon, Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters
Kobold Inventor,Small,Humanoid (Kobold),LE,12,13,30,,,,,7,15,12,8,7,8,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Draconic",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,"Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters
Kobold Scale Sorcerer,Small,Humanoid (Kobold),LE,15,27,30,,,,,7,15,14,10,9,14,,,,,,,,,Y,,,,,,,Y,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"COmmon, Draconic",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,"Normal Spellcasting, Sorcery Points, Pack Tactics, Sunlight Sensitivity",Volo's Guide to Monsters
"Kobold, Winged",Small,Humanoid,LE,13,7,30,,30,,,7,16,9,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Draconic",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,"Sunlight Sensitivity, Pack Tactics",Monster Manual
Korred,Small,Fey,CN,17,102,30,,,,30,23,14,20,10,15,9,,,,,,,,,,Y,,,,,,,,Y,,,,,Y,,Nonmagicalres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darkvision 120, tremorsense 120",,120,,120,,,,,,"Dwarvish, Gnomish, Sylvan, Terran, Undercommon",,,,,,,,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,Y,,Y,,,Y,,,7.00,"Command Hair, Innate Spellcasting, Stone Camouflage, Stone's Strength",Volo's Guide to Monsters
Kraken,Gargantuan,Monstrosity,CE,18,472,20,60,,,,30,11,25,22,18,20,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,"Lightningimmu, nonmagicalimmu, frightenedimmu, paralyzedimmu",,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,Truesight 120,,,120,,,,,,,"Abyssal, Celestial, Infernal, Primordial, telepathy 120",Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,120,23.00,"Amphibious, Freedom of Movement, Siege Monster, Lair, Legendary",Monster Manual
Kuo-Toa,Medium,Humanoid,NE,13,13,30,30,,,,13,10,11,11,10,8,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Undercommon,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,0.25,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity",Monster Manual
Kuo-Toa Archpriest,Medium,Humanoid,NE,13,97,30,30,,,,16,14,16,13,16,14,,,,,,,,,,,,,,,,,,Y,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Undercommon,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,6.00,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual
Kuo-Toa Whip,Medium,Humanoid,NE,11,65,30,30,,,,14,10,14,12,14,11,,,,,,,,,,,,,,,,,,Y,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Undercommon,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,1.00,"Amphibious, Otherworldly Perception, Slippery, Sunlight Sensitivity, Normal Spellcasting",Monster Manual
Lamia,Large,Monstrosity,CE,13,97,30,,,,,16,13,15,14,15,16,,,,,,,,,,,Y,,Y,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Common",Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,Innate Spellcasting,Monster Manual
Leucrotta,Large,Monstrosity,CE,14,67,50,,,,,18,14,15,9,12,6,,,,,,,,,,,Y,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Gnoll",Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,3.00,"Keen Smell, Kicking Retreat, Mimicry, Rampage",Volo's Guide to Monsters
Lich,Medium,Undead,ANY EVIL,17,135,30,,,,,11,16,16,20,14,16,,Y,,Y,Y,,,,Y,,,Y,Y,,,,,Y,,,,,,,"Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",,,Y,,,,,,Y,,Y,,,Y,,,,,,,,,,,Y,Y,Y,Y,,,Truesight 120,,,120,,,,,,,"Common, Any",,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,"Legendary, Rejuvenation, Normal Spellcasting, Turn Resistance, Lair",Monster Manual
Lizard King/Queen,Medium,Humanoid,CE,15,78,30,30,,,,17,12,15,11,11,15,,Y,,,Y,,,,,,,,,,,,,Y,,,,,Y,Y,Frightenedimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Draconic",Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,"Hold Breath, Skewer",Monster Manual
Lizardfolk Shaman,Medium,Humanoid,N,13,27,30,30,,,,15,10,13,10,15,8,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Draconic,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Hold Breath, Normal Spellcasting",Monster Manual
"Lycanthrope, Werebear",Medium,Humanoid,NG,11,135,40,,,30,,19,10,17,11,12,12,,,,,,,,,,,,,,,,,,Y,,,,,,,"Nonmagicalimmu, nonsilveredimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Shapechanger, Keen Smell",Monster Manual
"Lycanthrope, Wereboar",Medium,Humanoid,NE,11,78,40,,,,,17,10,15,10,11,8,,,,,,,,,,,,,,,,,,Y,,,,,,,"Nonmagicalimmu, nonsilveredimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,"Shapechanger, Charge, Relentless",Monster Manual
"Lycanthrope, Wererat",Medium,Humanoid,LE,12,33,30,,,,,10,15,12,11,10,8,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Nonmagicalimmu, nonsilveredimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Shapechanger, Keen Smell",Monster Manual
"Lycanthrope, Weretiger",Medium,Humanoid,N,12,120,40,,,,,17,15,16,10,13,11,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Nonmagicalimmu, nonsilveredimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,"Shapechanger, Keen Hearing, Keen Smell, Pounce",Monster Manual
"Lycanthrope, Werewolf",Medium,Humanoid,CE,12,58,40,,,,,15,13,14,10,11,10,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Nonmagicalimmu, nonsilveredimmu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,"Shapechanger, Keen Hearing, Keen Smell",Monster Manual
Magmin,Small,Elemental,CN,14,9,30,,,,,7,15,12,8,11,10,,,,,,,,,,,,,,,,,,,,,,,,,"Nonmagicalres, fireimmu",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Ignan,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,0.50,"Death Burst, Ignited Illumination",Monster Manual
Meazel,Medium,Humanoid (Meazel),NE,13,35,30,,,,,8,17,9,14,13,10,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,Shadow Stealth,Mordenkainen's Tome of Foes
Medusa,Medium,Monstrosity,LE,15,127,30,,,,,10,15,16,12,13,15,,,,,,,,,,,Y,,Y,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,Petrifying Gaze,Monster Manual
Meenlock,Small,Fey,NE,15,31,30,,,,,7,15,12,11,10,8,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Frightenedimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Darkvision 120,,120,,,,,,,,Telepathy 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,120,2.00,"Fear Aura, Light Sensitivity, Shadow Teleport",Volo's Guide to Monsters
"Mephit, Dust",Small,Elemental,NE,12,17,30,,30,,,5,14,10,9,11,10,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Fireweak, poisonimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Auran, Terran",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,0.50,"Death Burst, Innate Spellcasting",Monster Manual
"Mephit, Ice",Small,Elemental,NE,11,21,30,,30,,,7,13,10,9,11,12,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Bludgeoningweak, fireweak, coldimmu, poisonimmu, poisonedimmu",,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Aquan, Auran",,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,"Death Burst, False Appearance, Innate Spellcasting",Monster Manual
"Mephit, Mud",Small,Elemental,NE,11,27,20,20,20,,,8,12,12,9,11,7,,,,,,,,,,,,,,,,,,,,,,,Y,,"Poisonimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Darkivision 60,,60,,,,,,,,"Aquan, Terran",,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,0.25,"Death Burst, False Appearance",Monster Manual
"Mephit, Smoke",Small,Elemental,NE,12,22,30,,30,,,6,14,12,10,10,11,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Fireimmu, poisonimmu, poisonedimmu",,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Auran, Ignan",,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,0.25,"Death Burst, Innate Spellcasting",Monster Manual
"Mephit, Steam",Small,Elemental,NE,10,21,30,,30,,,5,11,10,11,10,12,,,,,,,,,,,,,,,,,,,,,,,,,"Fireimmu, poisonimmu, poisonedimmu",,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Aquan, Ignan",,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,0.25,"Death Burst, Innate Spellcasting",Monster Manual
Merfolk,Medium,Humanoid,N,11,11,10,40,,,,10,13,12,11,11,12,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Aquan, Common",,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,Amphibious,Monster Manual
Merrow,Large,Monstrosity,CE,13,45,10,40,,,,18,10,15,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Aquan",Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,Amphibious,Monster Manual
Mind Flayer,Medium,Aberration,LE,15,71,30,,,,,11,12,12,19,17,17,,,,Y,Y,Y,,,Y,,Y,,Y,,,,,Y,,Y,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darkvision 120,",,120,,,,,,,,"Deep Speech, Undercommon, telepathy 120",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,120,7.00,"Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual
Mind Flayer Lich (Illithilich),Medium,Undead,ANY EVIL,17,135,30,,,,,11,16,16,20,14,16,,Y,,Y,Y,,,,Y,,,Y,Y,,,,,Y,,,,,,,"Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyezdimmu, poisonedimmu",,,Y,,,,,,Y,,Y,,,Y,,,,,,,,,,,Y,Y,Y,,,,Truesight 120,,,120,,,,,,,"Common, Any, Deep Speech, Undercommon, telepathy 120",,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,120,22.00,"Legendary Resistance, Rejuvenation, Lair, Normal Spellcasting, Turn Resistance, Magic Resistance, Innate Spellcasting (Psionics)",Volo's Guide to Monsters
"Mind Flayer, Alhoon",Medium,Undead,ANY EVIL,15,120,30,,,,,11,12,16,19,17,17,,Y,,Y,Y,Y,,,Y,,Y,Y,Y,,,,,Y,,,,,Y,,"Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyezdimmu, poisonedimmu",,,Y,,,,,,Y,,Y,,,Y,,,,,,,,,,,Y,Y,Y,,,,Truesight 120,,,120,,,,,,,"Deep Speech, Undercommon, telepathy 120",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,120,10.00,"Magic Resistance, Innate Spellcasting (Psionics), Normal Spellcasting, Turn Resistance",Volo's Guide to Monsters
"Mind Flayer, Elder Brain",Large,Aberration,LE,10,210,5,10,,,,15,10,20,21,19,24,,,,Y,Y,Y,,,Y,,Y,,Y,Y,,,,,,Y,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blindsight 120,120,,,,,,,,,"Common, Deep SPeech, Undercommon, telepathy 5 miles",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,"8,800",14.00,"Creature Sense, Innate Spellcasting (Psionics), Lair, Legendary Resistance, magic Resistance, Telepathic Hub",Volo's Guide to Monsters
"Mind Flayer, Ulitharid",Large,Aberration,LE,15,127,30,,,,,15,12,15,21,19,21,,,,Y,Y,Y,,,Y,,,,Y,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,"Deep Speech, Undercommon, telepathy 2 miles",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,120,9.00,"Creature Sense, Magic Resistance, Psionic Hub, Innate SPellcasting (Psionics)",Volo's Guide to Monsters
Mindwitness,Large,Aberration,LE,15,75,,,20,,,10,14,14,15,15,10,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,Proneimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Darkvision 120,,120,,,,,,,,"Deep Speech, Undercommon, telepathy 600",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,60,5.00,Telepathic Hub,Volo's Guide to Monsters
"Misc. Creature, Blink Dog",Medium,Fey,LG,13,22,40,,,,,12,17,12,10,13,11,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Own, Sylvan",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,0.25,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
"Misc. Creature, Giant Eagle",Large,Beast,NG,13,26,10,,80,,,16,17,13,8,14,10,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Own, Common, Auran",,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,1.00,Keen Sight,Monster Manual
"Misc. Creature, Giant Owl",Large,Beast,N,12,19,5,,60,,,13,15,12,8,13,10,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,"Own, Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,0.25,"FLyby, Keen Hearing, Keen Sight",Monster Manual
"Modron, Pentadrone",Large,Construct,LN,16,32,40,,,,,15,14,12,10,10,13,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truesight 120,,,120,,,,,,,Modron,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,2.00,"Axiomatic Mind, Disintegration",Monster Manual
"Modron, Quadrone",Medium,Construct,LN,16,22,30,,30,,,12,14,12,10,10,11,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truesight 120,,,120,,,,,,,Modron,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,1.00,"Axiomatic Mind, Disintegration",Monster Manual
"Modron, Tridrone",Medium,Construct,LN,15,16,30,,,,,12,13,12,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truesight 120,,,120,,,,,,,Modron,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0.50,"Axiomatic Mind, Disintegration",Monster Manual
Morkoth,Medium,Aberration,CE,17,130,25,50,,,,14,14,14,20,15,13,,,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,,,Y,,Nonmagicalres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blindsight 30, darkvision 120",30,120,,,,,,,,Telepathy 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,120,11.00,"Amphibious, Normal Spellcasting",Volo's Guide to Monsters
Mummy Lord,Medium,Undead,LE,17,97,20,,,,,18,10,17,11,18,16,,Y,,Y,Y,Y,,,,,,Y,,,,,,,,,Y,,,,"Fireweak, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",,,,,,,,,,,,Y,,Y,,,,,,,,,,,Y,Y,Y,Y,,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,"Magic Resistance, Rejuvenation, Normal Spellcasting, Legendary, Lair",Monster Manual
"Naga, Bone",Large,Undead,LE,15,58,30,,,,,15,16,12,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,"Poisonimmu, charmedimmu, exhaustionimmu, paralyzedimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,Y,,,Darkvision 60,,60,,,,,,,,"Common, Any",,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,Normal Spellcasting,Monster Manual
